Site ID,Facility Type,Facility Subtype,Facility ID,Courts,Surface Type,Overmarked,Overmarked Sports: Basketball,Overmarked Sports: Football,Overmarked Sports: Hockey,Overmarked Sports: Netball,Overmarked Sports: Other Sport,Operational Status Notes,Operational Status,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1009192,4,4002,30014634,2,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Lift.,2011,0,,1,0,,2,1,1,12,,,2025-12-24 11:29:26,1,485491,148303,51.22752,-0.7770351,2018-02-14 08:52:05
1002999,4,4004,2021692,8,1,0,0,0,0,0,0,,3,Bolton Middlebrook Leisure Trust,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,,2001,1,2010,1,0,,2,1,1,12,,,2025-12-29 10:41:58,1,364416,409316,53.57924,-2.53891,
1003342,4,4004,2021699,2,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,1980,0,,1,0,,2,1,1,12,,,2026-01-12 12:49:42,1,539871,194590,51.63274,0.01960417,
1011205,4,4004,2021739,6,1,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2003,1,2020,1,0,,2,1,1,12,,,2026-01-12 09:29:36,1,544474,165128,51.36685,0.07401262,
1003342,4,4002,2026127,2,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,2004,0,,1,0,,2,1,1,12,,,2026-01-12 12:49:42,1,539871,194590,51.63274,0.01960417,
1011205,4,4002,30008338,4,1,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2003,1,2020,1,0,,2,2,11,2,,,2026-01-12 09:29:36,1,544474,165128,51.36685,0.07401262,2017-01-18 12:29:44
1000017,4,4004,4148499,8,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 6 Spaces, Finding/Reaching Entrance: Ramps, Sloping areas",1989,1,2014,1,1,2014,2,1,1,12,,,2026-01-05 09:05:40,1,523730,168911,51.40574,-0.2224867,
1011215,4,4002,4148539,3,1,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,0,0,0,,1928,1,2014,1,1,2007,2,1,1,12,,,2025-09-10 12:33:03,1,532408,194940,51.6377,-0.08802199,
1011215,4,4002,4148540,3,7,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,0,0,0,,1928,1,2014,1,1,2007,2,1,1,12,,,2025-09-10 12:33:03,1,532408,194940,51.6377,-0.08802199,
1002350,4,4001,4148563,4,10,2,2,2,2,2,2,,3,Fusion Lifestyle,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,,2015,0,,1,1,2015,2,1,1,12,,,2025-08-14 12:29:26,1,531640,191299,51.60515,-0.1004882,
1003149,4,4002,4148565,3,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2004,1,2011,1,0,,2,1,1,12,,,2025-07-29 12:02:21,1,548209,257282,52.19387,0.1669571,
1005733,4,4003,4148582,2,3,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,"Doorways: Automatic Doors, Activity Areas: Lift",2012,0,,1,0,,2,1,1,12,,,2025-05-22 11:50:58,1,221591,106047,50.82639,-4.534593,
1069895,4,4002,4149326,3,7,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Site has suitable parking, easy access and a toilet facility for disabled. A defibrillator which is regularly monitored.",1970,0,,1,0,,2,2,10,4,,,2025-07-28 14:39:26,1,566380,194381,51.62366,0.4021979,
1069896,4,4004,4149328,1,3,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Commercial Management,Commercial,0,0,1,0,0,1,0,0,0,0,0,,2005,1,2018,0,0,,2,1,1,12,,,2025-09-01 14:48:28,1,595721,233545,51.96593,0.847636,
